START_ID,END_ID,volume,year
740c502c5596a570abfcffc1eefea160c2d6112c,f99f77b7-b1b6-44d3-984a-f288e9884b9b,6,2016
5c511ed1011c42a92fe1c4c5fe1fbc7190a5fde9,f44976b5-2cb9-402a-bc59-6a174239987b,19,2018
219bee9fde1303f423fac52ff373f19552c60d53,9970f803-8311-476b-888b-3c3affe3aad0,50,2018
4050c80ba36c6f86b0684a59be70182557b0770c,6457124b-39bf-4d02-bff4-73752ff21562,2,2020
fef2bd94ea0ece037c7f983b9d51a6a305482f07,8506a01a-40b8-4e6f-bbb8-ce2492139c15,21,2020
6966d2b49fa885897e0b2e18ce144831c55f3e5f,027ffd21-ebb0-4af8-baf5-911124292fd0,1,2019
424b9225684cf54ef6d3939e2a4d7514bc90e67e,4e516638-5c1d-4699-8d1b-3b48f0d48ddc,30,2020
38080784dcde5f8bdb86af9a186b47117db37133,7fe84005-586f-4604-98ee-fa60fe8ae618,9,2020
04b71445fca3e98d4f572284a15ccb7d6c7cb917,f5508b8f-47ff-42d2-9d7e-6296f3bb46a2,12,2020
a6409a9192845e3f321edb0c147d263d9fad783c,9ec189b3-db0f-41d8-9c82-21ef5fa9b87e,10,2019
602ab24e8134815630da74c746405b3693836d6e,79c59592-820f-4ed1-87df-db795b4326be,42,2018
6be2e6dca6c66f3ad74eb01c168e3c104119f41c,77d82a3b-88a9-4a01-b3f8-473032045c5d,11 3,2015
e6a5bcdb576f2b0d965a9f71f24514553966716b,3c8f4cec-a435-421a-b301-785e136e65e5,1,2019
a885fc8bcd9f398acdfeb1d64c37b523063b585e,df12d289-f447-47d3-8846-75e39de3ab57,173,2016
2392f7f8b64c2016bf57957d51f32b7cef2acbcd,98dc4780-9354-4194-8b74-9cee4699ab66,5,2016
8f6bf0f8ea557aec5376ba73eb39e674156c8bd1,8aa1809e-2afc-499d-b1eb-4f7d1dab5f28,17,2017
cd8156fc9f17146b39dfaf47fcd20f1e3ab70791,6faaccca-1cc4-45a9-aeb6-96a4901d2606,105,2017
526cdbcd0d3063a4743fcd8033d9e76bd356d9bd,0a96e67f-c1f1-491d-ab41-4c2c50b523a2,24,2014
d7e1225452deed203a2f92d7cca29bcde27866e5,9ec189b3-db0f-41d8-9c82-21ef5fa9b87e,8,2017
02f42cf7470fbe514c6426e63631fc1ab5a2e350,3eceb08a-6b94-43fb-b3ba-1468f759573b,410,2018
f54d849fb9a111c0113f6c362d82d484b489193c,027ffd21-ebb0-4af8-baf5-911124292fd0,2,2016
0cc0a1ba893e35adf01342ed8f91bfa0ad940416,f9827422-a381-440c-a8a4-e5e50415934e,53,2015
cca5e74bf5303d9504e78bc58d61d9fe653d160d,9ec189b3-db0f-41d8-9c82-21ef5fa9b87e,6,2015
8a8ec7b22ded7e455b1d156d0a57f3eba9cf38b0,054ddb2c-47fb-4de8-acfd-38566bec5015,111,2016
334c19412ba69307b5f25408c79aac4cb8f94906,be3f884c-b44a-496a-a593-1cad3f89d254,20,2019
8c5c522a0d02b0487929412be41eb385ff1eb991,8506a01a-40b8-4e6f-bbb8-ce2492139c15,18,2017
fd23cfb37f4f69932edce56a13578b60b029db3a,3445a712-bef4-4b80-b4f8-d527e01df714,17,2017
4edf4880e93783901df1118ff174c839ffe2986f,027ffd21-ebb0-4af8-baf5-911124292fd0,45,2016
a541fb091828a8a52ab0bc5914c9f68ca89df3e5,0a96e67f-c1f1-491d-ab41-4c2c50b523a2,26,2016
27464183a5d63c06d4a8fafb0ba4e61bbdb59b70,9ec189b3-db0f-41d8-9c82-21ef5fa9b87e,7,2016
75c52a70ec235ceb8a522a1e7e884c9792211d47,027ffd21-ebb0-4af8-baf5-911124292fd0,13,2017
4332d830f827f3b59b829b523f0e130aad75baae,9bb66e11-4952-4228-997b-bdf48fdc94d5,13,2014
fbae68c4166d297cb4cc7b014906d559dfce484a,c0047299-4a6a-4b3f-a6f6-e89a0ab88470,7,2018
ff0e69dad3d3c0c4f77c0ffdfdb986e2bfb1533a,05ec315d-a988-4ec4-ab65-fb31cd15a13e,24 4,2018
aa8cd9b6126da24d6e772a6973e82b5443537780,ad63e55f-27c0-4ac0-9a28-01ed9d8ab0d5,17,2017
1a8bfb3b927778f643ae612562e0b9b915f614d3,59a6be0e-b047-4a97-a136-d94781c8adbd,22 4,2017
6696681640fb9c9dc5f81ea73a433f09bfe9886a,be3f884c-b44a-496a-a593-1cad3f89d254,19,2018
8263465748cb85e0945d5c530812b87f2b962bde,1b0a86a4-e46f-4b08-b95f-adb96a8deea4,31,2016
3174838e6064eece0d05c0a29d42d6284d594b2d,027ffd21-ebb0-4af8-baf5-911124292fd0,19,2017
a164044fe875d7d9d23a9f569c5b2c82660add4e,678ce279-560b-4a6c-af55-ff68d5c2b544,37,2017
6e1ca21d92705c43a285bfbd01391b45c6140ead,be3f884c-b44a-496a-a593-1cad3f89d254,18,2017
dfdd9d364b6c7860fd9e2df37b7970a230a646df,027ffd21-ebb0-4af8-baf5-911124292fd0,14,2017
78dbf5d24f1788ec47b723904e85dc68d74d77b7,b142707c-e6b5-427a-a6d4-313604e96add,61 1,2015
02f62fe778f1cdcdeb1e975f84ba054895202c26,be3f884c-b44a-496a-a593-1cad3f89d254,15,2014
c2f21a6b917286c7e904e0f168b53bbaa2bda4ba,2ca4279c-8ed7-4280-8022-09e577923a09,13,2019
2e75dd6fb569ee917b6571d89afadd980af499c0,c9c5c542-7b79-4541-b4d2-62ba2238733e,8,2020
88648d2ae7c18ee6b79d1d2754cf92724787f8ce,99191383-4095-456f-adc6-961e93a6a853,20,2018
72744fb5963b168b4590e5eaa148c8d0e5eafe38,6faaccca-1cc4-45a9-aeb6-96a4901d2606,106,2018
ee4fd9cd27836870dd18eb2d81efac596a758fb1,0be18492-3c25-4a50-846f-165b92b3fb83,1,2019
968ea337e15004a2ed3e1442d7f632a1214e2268,47ba6266-85d0-494a-a55a-927f8c599119,1,2018
aec03b62900277709b10793a168058c5d05fd34f,7e036404-bf67-4f4e-98c7-687e5b81692e,98,2018
bdba4cf0aa5c831301fd75e0d100f1fb14158bc6,0f3cd77d-0863-4f0c-9246-ea8abb4a5680,1,2020
756bd8b609f9754fee6ae9e9056f5face4386726,027ffd21-ebb0-4af8-baf5-911124292fd0,12,2017
e1274867d404fd1dbf73a654c217ea5c0c32852c,9a49f4eb-4bd6-467d-8202-b660e8d05e7e,23,2017
f8dab78b4ddd64a83bbc62cb153161a033dc06d1,a15f1020-494a-4b1b-be4a-29b72d37d7d5,25,2017
6192ad6db166477e001d853ff9ca217a5bf8f7a3,26e5254e-7228-4f34-b3da-e1d652124983,94,2016
a94b761fc2c9c299f5dc4c10d44e6d2bdd9a8267,748e730b-add9-47ee-819d-8ae54e504ef9,62,2016
9893595f6950ca1340055da05fd2fae2b7b4dfd3,efbdaeaa-8666-4b29-8d96-36ed8a6c172f,126,2016
d2ae0082986d965469ece8c0ebcf4885c84b9ccc,e92d0adf-ffa5-49b2-90bf-5dede4af11c5,56,2015
bba08b50d33448a3b65b4baf7c0df3c1eca8b10d,b61ce141-a434-431b-a154-68fc26e348f3,471,2015
89ce4cf020e64bb4c7820b550ed9895525d31872,1572e966-ab0e-46aa-a20d-77561de5d7ba,35,2014
9318f9c688debeee0d671faae0f2cc384a673499,7e331686-6620-4481-a3d5-5effffe9ab83,4,2013
c6309b2aa8706f69b70830ef18147c79be36ba50,74b0478a-292c-4fe3-bb2f-71f438f00cc7,10,2009
ab9accbaf61438bf518de0af0946f4bf12b7e158,677c9577-156b-4396-a0ea-3fa9d8038443,3,2012
fbe0aeb6d1aaca06c84c985ce63b7c061569dd99,0aed7a40-85f3-4c66-9e1b-c1556c57001b,5,2010
a51a630f1088baff85282993ebf14fb910ccf126,3b0987fd-daa6-4dd4-947c-4925c14712c0,4,2011
8df5d1e909de14932e42b347adf35070f60dc9ba,f4a7a77b-3fc0-4bae-ac62-619688a2b341,1,2014
d133cb102ad0f81e3fd17a7db090b28afc124c4a,16c9f9d4-bee1-435d-8c85-22a3deba109d,120 14,2017
8bd4a8eb93ede5c55c09bed842be671c8cb3413f,7e331686-6620-4481-a3d5-5effffe9ab83,2,2011
69381b5efd97e7c55f51c2730caccab3d632d4d2,25248f80-fe99-48e5-9b8e-9baef3b8e23b,29,2007
a59b5da1de93e35bbb26d335ca2247ea710a9315,4e516638-5c1d-4699-8d1b-3b48f0d48ddc,12,2003
95cd83603a0d2b6918a8e34a5637a8f382da96f5,62924b2a-8fb8-4b93-92c6-735516b49af0,3,2016
51da1eab2d350b5aa0eeebf83fba7caae3a3bc29,79ddd452-3c10-473b-9f28-5c7dd0dc4553,67,2017
02613d6e3ecf67ed9ae8ce67a35a92f3986bc4cf,da96c220-cd39-4894-bae6-d2d77c8e7aa9,25 17,1997
f986968735459e789890f24b6b277b0920a9725d,25248f80-fe99-48e5-9b8e-9baef3b8e23b,40,2018
57dfc18815bba1c3737dbc2e5497fd1fc595edb5,79ddd452-3c10-473b-9f28-5c7dd0dc4553,62 Pt 3,2012
bbe6e5fcc96e685db714d6aa11ffe6f49567c585,b7e5a3b3-2519-4ca2-8870-c2b45ef76ab9,5,2021
e6ce8255f48e3736f0a5fa0d85fb43c700d4f743,89f81207-2335-4d39-8422-919955037191,58 Pt 3 Pt 1,2002
41abf43dc718e271299457bce65bccfe3feeb9d6,643a31e6-3016-4604-beca-0edfc0e2a834,72,2006
80e394ee3e1834091596e8b55c9ad9bf11456e09,41dbb273-8d18-4a45-8154-852882a37b34,4,2003
6a074a3fa856e86b2e6bc60e83d66cc488090ae9,e66d27b6-cdf4-44e9-9420-52fe00567139,21,2016
8c1a1e761b715b23668b4f850e2bcc958fa21ad2,164cf9d6-c9e8-41f0-b15d-00fa34cb4bd1,74 20,2002
5ef2cf7b7aa6f7e44488d5db5409ef7f76b9ef9a,a7d48414-e40b-4441-829e-d9a349bea6fb,247 4,1995
633f318876c41fed36b3905b8af5fdc27f734615,ebb34bf6-eb0a-4d70-81fc-53360c4c20b3,1 6,2015
b7599c8ba88e7c93edbce57df513152e8f5693e7,be3f884c-b44a-496a-a593-1cad3f89d254,4,2003
073df13736ed5407374af2f397bd65560f156dd2,d10bf495-9155-454f-be8e-490180513492,6,2015
3b073a5e7de5513705a7e2a7b1c88d3acbeed82c,fd4675fe-4136-446c-aefd-3658aae698ac,6,2014
092c275005ae49dc1303214f6d02d134457c7053,939ee07c-6009-43f8-b884-69238b40659e,77,2008
61533dd9e41f20e2f5deaf22afb04c94b4071eac,6fdeda46-9d42-4591-a065-6d21c4986a89,110,2005
5a2892f91addeea2f4600d28b23e684be32f5b2c,a88e2a6c-903f-42e1-8dfc-f2547e32020a,3,2012
072a0db716fb6f8332323f076b71554716a7271c,fbdeb2fb-ac8a-49ee-a405-19f76371141b,20,2001
e274c1b6e17825feab52de205fd0bc4917d5be6c,9d1e9467-890b-44c6-92c4-5d604973af84,13,1999
a1b62db5c838df5630b1c238d4862dc69bdbc874,62924b2a-8fb8-4b93-92c6-735516b49af0,5,2018
2c0aaeb420e1cd2d767a1797b2ded62e0d2ee426,09246bed-4d95-4656-9c5b-5ce1b3074cb3,136,2004
dc8b25e35a3acb812beb499844734081722319b4,6cc36eeb-d056-42c4-a306-7bcb239cc442,16,1998
5cf0d213f3253cd46673d955209f8463db73cc51,7dda5bd1-752f-45e5-bc7b-09633096916e,42,2008
2157f202c8c89d924dd4da4d1bcf92d16fcd8893,5e329303-0790-4991-832f-dd8a737ec6fb,30,2015
9dd54cd7ce4ebf2e52b762817c2688b56bb9e652,c6840156-ee10-4d78-8832-7f8909811576,1,2017
053e5c1f175cf385fb8ab551e68446e24b3475a5,c6840156-ee10-4d78-8832-7f8909811576,2,2018
266aa9741c6559af0c6dcee2e1947ced0385b4bd,c6840156-ee10-4d78-8832-7f8909811576,3,2019
abb780f85a1a27919e461efdcc2a77cf1ab46c8b,c6840156-ee10-4d78-8832-7f8909811576,4,2020
ceee6447b291f8052a28c9eb00ca360d6f39f9b1,c6840156-ee10-4d78-8832-7f8909811576,5,2021
7923f4dd95866891d0bfeeae521f5803b8b98b67,d60da343-ab92-4310-b3d7-2c0860287a9d,1,2017
a2d7efb8b174702111e713765cbf741dff2bf9b8,d60da343-ab92-4310-b3d7-2c0860287a9d,2,2018
fb566f2001e44a65433fb7cc2eb7bcf6513a7db8,d60da343-ab92-4310-b3d7-2c0860287a9d,3,2019
d6801d0ffd08ba56bccfa01884bb6a126f99de2e,d60da343-ab92-4310-b3d7-2c0860287a9d,4,2020
cb56121bc38e0f4b44bcb5296a12038626152e96,d60da343-ab92-4310-b3d7-2c0860287a9d,5,2021
13226c692dd6908c64555fb095c4ee968a539a83,27475f31-a1d2-401b-84ad-9b405c7609a8,1,2017
aca8d8cc3fec56b9b41dc1853a75c1f0c0bd7d91,27475f31-a1d2-401b-84ad-9b405c7609a8,2,2018
2f1214615605b298733c008ffbd8a79051992473,27475f31-a1d2-401b-84ad-9b405c7609a8,3,2019
9ade9dace9c2351280b8be050b69ad2abe5e7d9d,27475f31-a1d2-401b-84ad-9b405c7609a8,4,2020
298d799da82395a64a3bda38ef9d2a4646828ccb,27475f31-a1d2-401b-84ad-9b405c7609a8,5,2021
e8104b335a4e499f7b79b913a92d23263c82f6b6,961301b0-6f5a-44a6-9216-54b673cded78,1,2017
d26f49d123b114ba7ec83164bd4edca15d398677,961301b0-6f5a-44a6-9216-54b673cded78,2,2018
dfa2727c776fc5b8dcd4d9217e4564e578ddb5a5,961301b0-6f5a-44a6-9216-54b673cded78,3,2019
a23407b19100acba66fcfc2803d251a3c829e9e3,961301b0-6f5a-44a6-9216-54b673cded78,4,2020
969d1e52140dbf8f58a1b3f61a29b03255490c86,961301b0-6f5a-44a6-9216-54b673cded78,5,2021
3041a9265afb2ebdb4915aa9572668bb7f32b0ef,bc30f894-9a9c-440e-8420-7bd3c5624384,1,2017
7da816d0f1d2a2b33d6512a1e694c04cbe4d4963,bc30f894-9a9c-440e-8420-7bd3c5624384,2,2018
b204970b0503a923359bff532726666f5e0e971b,bc30f894-9a9c-440e-8420-7bd3c5624384,3,2019
e2991da06cec4ca1f8f9727279674cfccdeee93c,bc30f894-9a9c-440e-8420-7bd3c5624384,4,2020
72c32a1672fad31ef32fadc4e119a5c5569e4cd0,bc30f894-9a9c-440e-8420-7bd3c5624384,5,2021
36789799e464aa7465125ff8e778939843a0e89b,c6840156-ee10-4d78-8832-7f8909811576,1,2017
11de94b684fa2eb4dffe4b99d959888382c6abfb,c6840156-ee10-4d78-8832-7f8909811576,2,2018
12748e904f5025ca1757ce49d72cad3878e1be8f,c6840156-ee10-4d78-8832-7f8909811576,3,2019
2f9a1286e7af4ab7706ad8cfcc8c8742a1964939,c6840156-ee10-4d78-8832-7f8909811576,4,2020
dc52d1ede1b90bf9d296bc5b34c9310b7eaa99a2,c6840156-ee10-4d78-8832-7f8909811576,5,2021
9699f9186a38107ff5dfaae9d44dd1796cbe7ac7,d60da343-ab92-4310-b3d7-2c0860287a9d,1,2017
7a28a601877a3722126c74149efc2a5f207b08e2,d60da343-ab92-4310-b3d7-2c0860287a9d,2,2018
4bd970a37c59c97804ff93cbb2c108e081de3a37,d60da343-ab92-4310-b3d7-2c0860287a9d,3,2019
f80a6ab4b0cfae0d00747f0f41f3e643f22f33ee,d60da343-ab92-4310-b3d7-2c0860287a9d,4,2020
1976c9eeccc7115d18a04f1e7fb5145db6b96002,d60da343-ab92-4310-b3d7-2c0860287a9d,5,2021
261043d80a2a66044e1ee0eaee46c7331687afa4,27475f31-a1d2-401b-84ad-9b405c7609a8,1,2017
967f4eb786aa143b7eb09f00d9ba8ddfe44e039f,27475f31-a1d2-401b-84ad-9b405c7609a8,2,2018
2146edb37621d80f53c1261c8a53c94d3dda84c8,27475f31-a1d2-401b-84ad-9b405c7609a8,3,2019
90bc0ca3feebe0215079cf575b90017170a0089f,27475f31-a1d2-401b-84ad-9b405c7609a8,4,2020
716000409a3a2e2c75801b3d58b9b17b68eeaef7,27475f31-a1d2-401b-84ad-9b405c7609a8,5,2021
